"";"OOB";"0";"1"
"1";0,47372287522604;0,368320610687023;0,580564406008193
"2";0,475185416233451;0,372052824448593;0,57883399346814
"3";0,47562571341073;0,363616256566215;0,589211618257261
"4";0,475531572563677;0,359507995079951;0,593005878250473
"5";0,473361556434636;0,352738308732239;0,59548417132216
"6";0,467879919116503;0,344478798586572;0,592809551491303
"7";0,468083261058109;0,333103448275862;0,604712041884817
"8";0,466461853558628;0,326466598847067;0,608333333333333
"9";0,464449371766445;0,312919744795165;0,617865794058901
"10";0,462430173463816;0,308995327102804;0,617928118393235
"11";0,462791767757048;0,303572912339011;0,624210260298206
"12";0,460033375052149;0,294595154276248;0,627905022063459
"13";0,45982133561002;0,286328496423994;0,635898296551145
"14";0,46129515565174;0,284079643093192;0,641185843676619
"15";0,456873063083675;0,274754314972335;0,641716608692008
"16";0,459456087824351;0,26692536327609;0,654825737265416
"17";0,458105551975722;0,260770881479036;0,658374167608996
"18";0,457496778484433;0,257747699418149;0,660190109291906
"19";0,458112517405491;0,25098006850163;0,668271646290404
"20";0,458074437355832;0,243078192696513;0,676212007033409
"21";0,456889923318302;0,23853930266144;0,678430880013397
"22";0,456933275149097;0,235425176383216;0,681696391191493
"23";0,455064935064935;0,225678686360261;0,687821827772429
"24";0,454972364210614;0,222089281293836;0,691267582049565
"25";0,453933424760005;0,215158016337982;0,696207300736772
"26";0,452665918630262;0,210784718211074;0,698091091761554
"27";0,453321420408502;0,2085482074343;0,701691225720027
"28";0,452843518191452;0,204917694624366;0,704412257200268
"29";0,453674652481975;0,200833367713189;0,710231078365707
"30";0,453799322625553;0,19518131936136;0,716217347622237
"31";0,452926631620504;0,191014480795412;0,718687206965841
"32";0,454007106198184;0,189735550146458;0,722161754855995
"33";0,453155193550398;0,183217129419531;0,727059611520429
"34";0,453861657697342;0,179751639919139;0,731999330207636
"35";0,454921353917759;0,17748256941293;0,736436704621567
"36";0,455482369563862;0,17550228969842;0,739576356329538
"37";0,454152554699025;0,171087916168159;0,741376423308774
"38";0,455253807633968;0,16947893890012;0,745227729403885
"39";0,454879797203233;0,167044845084368;0,746944072337575
"40";0,455648596421967;0,166756054292669;0,748786001339585
"41";0,455336921063021;0,163331820619663;0,751632618888145
"42";0,454277224842604;0,159164982053715;0,753725720026792
"43";0,455253807633968;0,160650191839597;0,754186202277294
"44";0,455212250919442;0,157102190684434;0,757702612190221
"45";0,455856379994598;0,155782004208094;0,760339919624916
"46";0,454401894986182;0,151408886505219;0,761846952444742
"47";0,454962910632285;0,148851025207311;0,765572672471534
"48";0,455191472562179;0,146623210528487;0,768293703951775
"49";0,455212250919442;0,141218697140971;0,773819490957803
"50";0,454568121844287;0,139197161599076;0,774573007367716
"51";0,455773266565545;0,135731672098684;0,780517414601474
"52";0,456334282211648;0,135071578860514;0,78231748158071
"53";0,455960271780913;0,131606089360122;0,785080375083724
"54";0,455191472562179;0,130533437848096;0,784619892833222
"55";0,456542065784279;0,1288006930979;0,789099129269926
"56";0,456978411286804;0,130409670365939;0,788345612860013
"57";0,455835601637335;0,126366599282149;0,79014567983925
"58";0,456022606852702;0,126160320145221;0,790731748158071
"59";0,455420034492073;0,125335203597508;0,790354989953114
"60";0,455690153136493;0,124633854531953;0,791610850636303
"61";0,455316142705758;0,12343743553777;0,792071332886805
"62";0,454879797203233;0,121168365031561;0,793494641661085
"63";0,454485008415235;0,118651759561038;0,795252846617549
"64";0,455336921063021;0,117331573084698;0,798308774279973
"65";0,45512913749039;0,115186270060646;0,800066979236437
"66";0,455378477777547;0,112834687899666;0,80295545880777
"67";0,456188833710807;0,113205990346136;0,804211319490958
"68";0,454734348702392;0,109699245018359;0,804839249832552
"69";0,455607039707441;0,109988035810058;0,806304420629605
"70";0,456126498639018;0,108296546887248;0,809067314132619
"71";0,455835601637335;0,107677709476464;0,809109176155392
"72";0,455794044922808;0,10677008127398;0,809946416610851
"73";0,455440812849336;0,105532406452411;0,810490622906899
"74";0,45674984935691;0,107017616238294;0,811620897521768
"75";0,456604400856068;0,106068732208424;0,812290689886135
"76";0,456770627714173;0,105119848178555;0,813588412592096
"77";0,456355060568911;0,104707289904699;0,813169792364367
"78";0,45620961206807;0,103222080118817;0,814383791024782
"79";0,455544704635651;0,101530591196006;0,814760549229739
"80";0,456271947139859;0,0995915673088824;0,81819323509712
"81";0,456957632929541;0,100787986303065;0,818360683188212
"82";0,456458952355227;0,099632823136268;0,818528131279303
"83";0,456916076215014;0,100664218820908;0,818402545210985
"84";0,456936854572278;0,0990139857254837;0,820118888144675
"85";0,456438173997964;0,0974050084574446;0,820746818486269
"86";0,456355060568911;0,0966211477371179;0,821374748827863
