"";"OOB";"0";"1"
"1";0,476251707787511;0,354693286105297;0,597400513478819
"2";0,472691260212924;0,365303104977822;0,581094527363184
"3";0,474067877629063;0,34622409274994;0,602749580369275
"4";0,474658938290804;0,333660864682763;0,617684750106792
"5";0,476837166270156;0,330575799356575;0,625024945120734
"6";0,477647955295911;0,313445060483871;0,644457245263697
"7";0,476731584976933;0,301882150325993;0,653968451898497
"8";0,473891175125743;0,296717936296476;0,653489656865754
"9";0,471257774288992;0,286579515471336;0,658518788763225
"10";0,469763812610666;0,280183727034121;0,661714078637434
"11";0,469515294680501;0,276972433460076;0,664619830232978
"12";0,465829430540226;0,265481481481481;0,668909178279673
"13";0,465757097321934;0,263170356339529;0,671004497751124
"14";0,466563495134073;0,255290223430666;0,680812803452616
"15";0,466089594859896;0,249852298239395;0,685358255451713
"16";0,466690448586462;0,24706229701801;0,689355842911877
"17";0,465551064082749;0,242014524414005;0,692164960794876
"18";0,466149548264384;0,238798040025976;0,696630558381711
"19";0,468249487415684;0,236231627412786;0,703446625179512
"20";0,467005377781739;0,234596317280453;0,702626697780171
"21";0,465610980718381;0,231336677485984;0,70312313030992
"22";0,464795008912656;0,223015638831514;0,709901286269818
"23";0,464959448620065;0,220642039419332;0,712653305414298
"24";0,463697938328085;0,214799952791219;0,716020579085906
"25";0,460980898909782;0,207659624690192;0,717772327570736
"26";0,464040638089297;0,204473031983949;0,727163964826225
"27";0,461277960966046;0,198040835595421;0,728121074355447
"28";0,462495915396726;0,196211495338133;0,732428067236944
"29";0,462703858836111;0,189248200165231;0,739905485433989
"30";0,462258265751716;0,183170069632952;0,745169587844709
"31";0,462169147134836;0,182993036704827;0,745169587844709
"32";0,463268276743012;0,180750619615248;0,749656038762936
"33";0,461129429937914;0,17774105983713;0,748399832505832
"34";0,461129429937914;0,175144576891302;0,751031883711192
"35";0,461842378872947;0,173197214681931;0,754441586409045
"36";0,461129429937914;0,170069632951729;0,756176347430759
"37";0,461307667171672;0,166646996341319;0,760004785547646
"38";0,462050322312331;0,165112710964239;0,76305557217204
"39";0,46311974571488;0,164050513395492;0,766285816833164
"40";0,463149451920506;0,162575238994453;0,767841119818149
"41";0,462763271247364;0,155670954797592;0,774062331758091
"42";0,461545316816683;0,154844801133011;0,772447209427529
"43";0,461010605115409;0,15289743892364;0,773344499611174
"44";0,460178831357871;0,15059601085802;0,774002512412514
"45";0,460030300329739;0,151422164522601;0,772865944846563
"46";0,458574696254047;0,146819308391361;0,774600705868278
"47";0,459733238273475;0,145757110822613;0,77801040856613
"48";0,459525294834091;0,144399858373658;0,778967518095352
"49";0,460119418946618;0,145875132774696;0,77866842136747
"50";0,458366752814663;0,141626342499705;0,779446072859963
"51";0,455990256364555;0,138026672961171;0,778309505294012
"52";0,456940854944598;0,136610409536174;0,781659388646288
"53";0,457802334907762;0,138203705889295;0,781779027337441
"54";0,457772628702136;0,135784255871592;0,784171801160495
"55";0,458574696254047;0,135371179039301;0,786205658910092
"56";0,457534979057125;0,133482827805972;0,786026200873362
"57";0,457921159730268;0,130768322908061;0,789555542262368
"58";0,457237917000861;0,129116015578898;0,789854638990249
"59";0,457327035617741;0,128407883866399;0,790751929173895
"60";0,455663488102665;0,125634367992447;0,790213555063708
"61";0,456851736327719;0,125693378968488;0,792546509541186
"62";0,456198199803939;0,123746016759117;0,793204522342526
"63";0,457267623206488;0,124513159447657;0,794580367290782
